[18/Dec/2025:21:31:00 +0530] - - 301 - GET http rb-casaos.nishara.me "/" [Client 192.168.1.156] [Length 166] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
[19/Dec/2025:01:41:01 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/link" [Client 192.168.1.156] [Length 64] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:41:01 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/app_order" [Client 192.168.1.156] [Length 118] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:41:02 +0530] - 401 401 - GET https rb-casaos.nishara.me "/v2/message_bus/socket.io/?EIO=3&transport=websocket" [Client 192.168.1.156] [Length 51] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
[19/Dec/2025:01:41:06 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v2/app_management/web/appgrid" [Client 192.168.1.156] [Length 224] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:41:06 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/link" [Client 192.168.1.156] [Length 64] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:41:06 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/app_order" [Client 192.168.1.156] [Length 118] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:41:08 +0530] - 401 401 - GET https rb-casaos.nishara.me "/v2/message_bus/socket.io/?EIO=3&transport=websocket" [Client 192.168.1.156] [Length 51] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
[19/Dec/2025:01:41:11 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v2/app_management/web/appgrid" [Client 192.168.1.156] [Length 222] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:41:11 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/link" [Client 192.168.1.156] [Length 64] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:41:11 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/app_order" [Client 192.168.1.156] [Length 118] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:41:14 +0530] - 401 401 - GET https rb-casaos.nishara.me "/v2/message_bus/socket.io/?EIO=3&transport=websocket" [Client 192.168.1.156] [Length 51] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
[19/Dec/2025:01:41:16 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v2/app_management/web/appgrid" [Client 192.168.1.156] [Length 223] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:41:16 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/link" [Client 192.168.1.156] [Length 64] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:41:16 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/app_order" [Client 192.168.1.156] [Length 118] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:41:21 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v2/app_management/web/appgrid" [Client 192.168.1.156] [Length 223] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:41:21 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/link" [Client 192.168.1.156] [Length 64] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:41:21 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/app_order" [Client 192.168.1.156] [Length 118] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:41:22 +0530] - 401 401 - GET https rb-casaos.nishara.me "/v2/message_bus/socket.io/?EIO=3&transport=websocket" [Client 192.168.1.156] [Length 51] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
[19/Dec/2025:01:41:26 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v2/app_management/web/appgrid" [Client 192.168.1.156] [Length 224] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:41:26 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/link" [Client 192.168.1.156] [Length 64] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:41:26 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/app_order" [Client 192.168.1.156] [Length 118] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:41:31 +0530] - 401 401 - GET https rb-casaos.nishara.me "/v2/message_bus/socket.io/?EIO=3&transport=websocket" [Client 192.168.1.156] [Length 51] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
[19/Dec/2025:01:41:31 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v2/app_management/web/appgrid" [Client 192.168.1.156] [Length 223] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:41:31 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/link" [Client 192.168.1.156] [Length 64] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:41:31 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/app_order" [Client 192.168.1.156] [Length 118] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:41:36 +0530] - 401 401 - GET https rb-casaos.nishara.me "/v2/message_bus/socket.io/?EIO=3&transport=websocket" [Client 192.168.1.156] [Length 51] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
[19/Dec/2025:01:41:36 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v2/app_management/web/appgrid" [Client 192.168.1.156] [Length 224] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:41:36 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/link" [Client 192.168.1.156] [Length 64] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:41:36 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/app_order" [Client 192.168.1.156] [Length 118] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:41:41 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v2/app_management/web/appgrid" [Client 192.168.1.156] [Length 223] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:41:41 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/link" [Client 192.168.1.156] [Length 64] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:41:41 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/app_order" [Client 192.168.1.156] [Length 118] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:41:41 +0530] - 401 401 - GET https rb-casaos.nishara.me "/v2/message_bus/socket.io/?EIO=3&transport=websocket" [Client 192.168.1.156] [Length 51] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
[19/Dec/2025:01:41:46 +0530] - 401 401 - GET https rb-casaos.nishara.me "/v2/message_bus/socket.io/?EIO=3&transport=websocket" [Client 192.168.1.156] [Length 51] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
[19/Dec/2025:01:41:46 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v2/app_management/web/appgrid" [Client 192.168.1.156] [Length 223] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:41:46 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/link" [Client 192.168.1.156] [Length 64] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:41:46 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/app_order" [Client 192.168.1.156] [Length 118] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:41:51 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v2/app_management/web/appgrid" [Client 192.168.1.156] [Length 222] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:41:51 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/link" [Client 192.168.1.156] [Length 64] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:41:51 +0530] - 401 401 - GET https rb-casaos.nishara.me "/v2/message_bus/socket.io/?EIO=3&transport=websocket" [Client 192.168.1.156] [Length 51] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
[19/Dec/2025:01:41:51 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/app_order" [Client 192.168.1.156] [Length 118] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:41:56 +0530] - 401 401 - GET https rb-casaos.nishara.me "/v2/message_bus/socket.io/?EIO=3&transport=websocket" [Client 192.168.1.156] [Length 51] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
[19/Dec/2025:01:41:56 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v2/app_management/web/appgrid" [Client 192.168.1.156] [Length 223] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:41:56 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/link" [Client 192.168.1.156] [Length 64] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:41:56 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/app_order" [Client 192.168.1.156] [Length 118] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:42:01 +0530] - 401 401 - GET https rb-casaos.nishara.me "/v2/message_bus/socket.io/?EIO=3&transport=websocket" [Client 192.168.1.156] [Length 51] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
[19/Dec/2025:01:42:01 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v2/app_management/web/appgrid" [Client 192.168.1.156] [Length 224] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:42:01 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/link" [Client 192.168.1.156] [Length 64] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:42:01 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/app_order" [Client 192.168.1.156] [Length 118] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:42:06 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v2/app_management/web/appgrid" [Client 192.168.1.156] [Length 223] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:42:06 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/link" [Client 192.168.1.156] [Length 64] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:42:06 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/app_order" [Client 192.168.1.156] [Length 118] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:42:06 +0530] - 401 401 - GET https rb-casaos.nishara.me "/v2/message_bus/socket.io/?EIO=3&transport=websocket" [Client 192.168.1.156] [Length 51] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
[19/Dec/2025:01:42:11 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v2/app_management/web/appgrid" [Client 192.168.1.156] [Length 223] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:42:11 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/link" [Client 192.168.1.156] [Length 64] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:42:11 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/app_order" [Client 192.168.1.156] [Length 118] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:42:11 +0530] - 401 401 - GET https rb-casaos.nishara.me "/v2/message_bus/socket.io/?EIO=3&transport=websocket" [Client 192.168.1.156] [Length 51] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
[19/Dec/2025:01:42:16 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v2/app_management/web/appgrid" [Client 192.168.1.156] [Length 224] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:42:16 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/link" [Client 192.168.1.156] [Length 64] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:42:16 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/app_order" [Client 192.168.1.156] [Length 118] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:42:16 +0530] - 401 401 - GET https rb-casaos.nishara.me "/v2/message_bus/socket.io/?EIO=3&transport=websocket" [Client 192.168.1.156] [Length 51] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
[19/Dec/2025:01:42:21 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v2/app_management/web/appgrid" [Client 192.168.1.156] [Length 222] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:42:21 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/link" [Client 192.168.1.156] [Length 64] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:42:21 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/app_order" [Client 192.168.1.156] [Length 118] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:42:21 +0530] - 401 401 - GET https rb-casaos.nishara.me "/v2/message_bus/socket.io/?EIO=3&transport=websocket" [Client 192.168.1.156] [Length 51] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
[19/Dec/2025:01:42:26 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v2/app_management/web/appgrid" [Client 192.168.1.156] [Length 223] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:42:26 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/link" [Client 192.168.1.156] [Length 64] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:42:26 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/app_order" [Client 192.168.1.156] [Length 118] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:42:26 +0530] - 401 401 - GET https rb-casaos.nishara.me "/v2/message_bus/socket.io/?EIO=3&transport=websocket" [Client 192.168.1.156] [Length 51] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
[19/Dec/2025:01:42:31 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v2/app_management/web/appgrid" [Client 192.168.1.156] [Length 222] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[19/Dec/2025:01:42:31 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/link" [Client 192.168.1.156] [Length 64] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
